개설대학,개설학과,교과목번호,강좌번호,교과목명,부제명,수업교시,"강의실(동-호)(#연건, *평창)",수강신청인원
인문대학,철학과,031.033,1,논리와 비판적 사고, ,금(14:00~16:50),006-105,33
인문대학,철학과,031.033,2,논리와 비판적 사고, ,금(10:00~12:50),006-105,41
인문대학,철학과,031.033,3,논리와 비판적 사고, ,월(12:30~13:45)/수(12:30~13:45),006-106/006-106,33
인문대학,철학과,031.033,4,논리와 비판적 사고, ,월(14:00~15:15)/수(14:00~15:15),007-203/007-203,25
인문대학,중어중문학과,032.005,1,초급한문 1, ,월(09:30~10:45)/수(09:30~10:45),001-207/001-207,32
인문대학,중어중문학과,032.005,2,초급한문 1, ,월(11:00~12:15)/수(11:00~12:15),001-101/001-101,40
인문대학,중어중문학과,032.005,3,초급한문 1, ,월(14:00~15:15)/수(14:00~15:15),008-302/008-302,37
인문대학,중어중문학과,032.005,4,초급한문 1, ,월(15:30~16:45)/수(15:30~16:45),007-201/007-201,27
인문대학,중어중문학과,032.005,5,초급한문 1, ,화(09:30~10:45)/목(09:30~10:45),008-301/008-301,49
인문대학,중어중문학과,032.005,6,초급한문 1, ,화(12:30~13:45)/목(12:30~13:45),083-202/083-202,44
인문대학,중어중문학과,032.006,1,초급한문 2, ,화(14:00~15:15)/목(14:00~15:15),003-116/003-116,38
인문대학,협동과정  서양고전학전공,032.079,1,라틴어 1, ,월(12:30~13:45)/수(12:30~13:45),014-204/014-204,45
인문대학,협동과정  서양고전학전공,032.079,2,라틴어 1, ,월(11:00~12:15)/수(11:00~12:15),007-201/007-201,40
인문대학,협동과정  서양고전학전공,032.079,3,라틴어 1, ,화(09:30~10:45)/목(09:30~10:45),007-203/007-203,40
자연과학대학,수리과학부,033.001,1,수학 및 연습 1, ,월(13:00~13:50)/수(13:00~13:50)/금(13:00~14:50)/금(13:00~14:50),024-209/024-209/500-L304/500-L303,52
자연과학대학,수리과학부,033.002,1,수학 및 연습 2, ,월(11:00~11:50)/수(11:00~11:50)/금(11:00~12:50)/금(11:00~12:50),025-109/025-109/024-113/024-112,46
자연과학대학,수리과학부,033.002,4,수학 및 연습 2, ,월(11:00~11:50)/수(11:00~11:50)/금(11:00~12:50)/금(11:00~12:50),024-210/024-210/024-101/024-209,31
자연과학대학,수리과학부,033.002,6,수학 및 연습 2, ,월(10:00~10:50)/수(10:00~10:50)/금(11:00~12:50)/금(11:00~12:50),025-101/025-101/024-207/025-104,43
자연과학대학,수리과학부,033.002,7,수학 및 연습 2, ,월(10:00~10:50)/월(15:30~17:20)/월(15:30~17:20)/수(10:00~10:50),025-104/024-207/024-209/025-104,48
자연과학대학,수리과학부,033.002,8,수학 및 연습 2, ,월(10:00~10:50)/월(15:30~17:20)/월(15:30~17:20)/수(10:00~10:50),024-209/043-101/043-201/024-209,46
자연과학대학,수리과학부,033.002,9,수학 및 연습 2, ,월(14:00~14:50)/수(14:00~14:50)/수(15:30~17:20)/수(15:30~17:20),025-101/025-101/043-101/043-201,51
자연과학대학,수리과학부,033.002,10,수학 및 연습 2, ,월(14:00~14:50)/수(14:00~14:50)/수(15:30~17:20)/수(15:30~17:20),025-109/025-109/024-207/024-210,48
자연과학대학,수리과학부,033.002,11,수학 및 연습 2, ,월(13:00~13:50)/수(13:00~13:50)/금(15:00~16:50)/금(15:00~16:50),025-105/025-105/024-207/024-209,41
자연과학대학,수리과학부,033.002,12,수학 및 연습 2, ,월(15:00~15:50)/수(15:00~15:50)/금(15:00~16:50)/금(15:00~16:50),025-101/025-101/500-L303/500-L304,34
자연과학대학,수리과학부,033.002,16,수학 및 연습 2, ,월(13:00~13:50)/수(13:00~13:50)/금(15:00~16:50)/금(15:00~16:50),025-101/025-101/024-113/024-112,49
자연과학대학,수리과학부,033.002,17,수학 및 연습 2, ,월(11:00~11:50)/월(15:30~17:20)/월(15:30~17:20)/수(11:00~11:50),025-105/024-101/024-112/025-105,45
자연과학대학,수리과학부,033.002,18,수학 및 연습 2, ,월(09:00~09:50)/수(09:00~09:50)/금(13:00~14:50)/금(13:00~14:50),024-209/024-209/043-1-303/043-1-304,9
자연과학대학,수리과학부,033.002,19,수학 및 연습 2, ,월(09:00~09:50)/수(09:00~09:50)/금(13:00~14:50)/금(13:00~14:50),025-104/025-104/024-112/024-113,40
자연과학대학,수리과학부,033.002,22,수학 및 연습 2, ,월(15:00~15:50)/수(15:00~15:50)/금(13:00~14:50)/금(13:00~14:50),025-109/025-109/024-207/024-209,44
자연과학대학,수리과학부,033.002,23,수학 및 연습 2, ,월(15:00~15:50)/수(15:00~15:50)/금(13:00~14:50)/금(13:00~14:50),025-104/025-104/025-101/025-104,49
자연과학대학,수리과학부,033.002,24,수학 및 연습 2, ,월(15:00~15:50)/수(15:00~15:50)/금(15:00~16:50)/금(15:00~16:50),025-105/025-105/025-105/025-109,46
자연과학대학,수리과학부,033.002,25,수학 및 연습 2, ,월(11:00~11:50)/수(11:00~11:50)/수(15:30~17:20)/수(15:30~17:20),024-101/024-101/024-101/024-112,51
자연과학대학,수리과학부,033.002,26,수학 및 연습 2, ,월(13:00~13:50)/수(13:00~13:50)/금(13:00~14:50)/금(13:00~14:50),024-101/024-101/024-210/024-211,42
자연과학대학,수리과학부,033.002,27,수학 및 연습 2, ,월(13:00~13:50)/수(13:00~13:50)/금(13:00~14:50)/금(13:00~14:50),025-110/025-110/025-105/025-110,42
자연과학대학,수리과학부,033.002,28,수학 및 연습 2, ,월(11:00~11:50)/수(11:00~11:50)/금(11:00~12:50)/금(11:00~12:50),024-209/024-209/024-210/024-211,35
자연과학대학,수리과학부,033.004,1,고급수학 및 연습 2, ,월(11:00~11:50)/수(11:00~11:50)/금(11:00~12:50)/금(11:00~12:50),025-101/025-101/025-101/025-110,41
자연과학대학,수리과학부,033.004,2,고급수학 및 연습 2, ,월(12:00~12:50)/수(12:00~12:50)/금(11:00~12:50)/금(11:00~12:50),025-101/025-101/025-105/025-109,25
자연과학대학,수리과학부,033.004,4,고급수학 및 연습 2, ,월(16:00~16:50)/수(16:00~16:50)/금(15:00~16:50)/금(15:00~16:50),025-101/025-101/043-1-302/043-1-401,8
자연과학대학,수리과학부,033.006,1,미적분학 및 연습 2, ,월(11:00~12:15)/수(11:00~12:15)/금(11:00~12:50)/금(11:00~12:50)/금(11:00~12:50),500-L306/500-L306/500-L303/500-L304/500-L305,43
자연과학대학,수리과학부,033.006,2,미적분학 및 연습 2, ,월(09:30~10:45)/수(09:30~10:45)/금(11:00~12:50)/금(11:00~12:50)/금(11:00~12:50),500-L311/500-L311/500-L306/500-L308/500-L309,12
자연과학대학,수리과학부,033.007,1,생명과학을 위한 수학 1, ,월(12:30~13:45)/수(12:30~13:45),043-1-403/043-1-403,33
자연과학대학,수리과학부,033.007,2,생명과학을 위한 수학 1, ,화(09:30~10:45)/목(09:30~10:45),025-109/025-109,40
자연과학대학,수리과학부,033.008,6,생명과학을 위한 수학 2, ,화(14:00~15:15)/목(14:00~15:15),043-1-201/043-1-201,46
자연과학대학,수리과학부,033.008,7,생명과학을 위한 수학 2, ,월(12:30~13:45)/수(12:30~13:45),024-210/024-210,40
자연과학대학,수리과학부,033.009,3,경영학을 위한 수학, ,화(12:30~13:45)/목(12:30~13:45),025-109/025-109,41
자연과학대학,수리과학부,033.010,2,인문사회계를 위한 수학 1, ,월(14:00~15:15)/수(14:00~15:15),024-209/024-209,44
자연과학대학,수리과학부,033.010,3,인문사회계를 위한 수학 1, ,화(12:30~13:45)/목(12:30~13:45),024-210/024-210,42
자연과학대학,수리과학부,033.018,1,미적분학의 첫걸음, ,월(17:00~17:50)/월(18:00~18:50)/월(18:00~18:50)/수(17:00~17:50)/수(18:00~18:50)/수(18:00~18:50),025-101/025-101/025-104/025-101/025-101/025-104,41
자연과학대학,통계학과,033.019,1,통계학, ,월(09:30~10:45)/수(09:30~10:45),028-101/028-101,49
자연과학대학,통계학과,033.019,2,통계학, ,월(11:00~12:15)/수(11:00~12:15),028-301/028-301,62
자연과학대학,통계학과,033.019,3,통계학, ,화(11:00~12:15)/목(11:00~12:15),028-102/028-102,66
자연과학대학,통계학과,033.019,4,통계학, ,화(09:30~10:45)/목(09:30~10:45),028-101/028-101,55
자연과학대학,통계학과,033.019,5,통계학, ,월(11:00~12:15)/수(11:00~12:15),056-106/056-106,63
자연과학대학,통계학과,033.019,6,통계학, ,화(11:00~12:15)/목(11:00~12:15),028-301/028-301,65
자연과학대학,통계학과,033.019,7,통계학, ,월(12:30~13:45)/수(12:30~13:45),028-303/028-303,68
자연과학대학,통계학과,033.019,8,통계학, ,월(14:00~15:15)/수(14:00~15:15),058-217/058-217,67
자연과학대학,통계학과,033.019,9,통계학, ,화(12:30~13:45)/목(12:30~13:45),028-303/028-303,72
자연과학대학,통계학과,033.019,10,통계학, ,화(14:00~15:15)/목(14:00~15:15),028-302/028-302,64
자연과학대학,통계학과,033.020,1,통계학실험, ,금(11:00~12:50),025-204,39
자연과학대학,통계학과,033.020,2,통계학실험, ,수(15:00~16:50),025-204,33
자연과학대학,통계학과,033.020,3,통계학실험, ,금(09:00~10:50),025-204,25
자연과학대학,통계학과,033.020,4,통계학실험, ,금(15:00~16:50),025-204,39
자연과학대학,통계학과,033.020,5,통계학실험, ,월(15:30~17:20),025-204,38
자연과학대학,통계학과,033.020,6,통계학실험, ,금(13:00~14:50),025-204,39
자연과학대학,통계학과,033.020,7,통계학실험, ,화(11:00~12:50),025-204,35
자연과학대학,통계학과,033.020,8,통계학실험, ,목(15:00~16:50),025-204,34
자연과학대학,통계학과,033.020,9,통계학실험, ,수(11:00~12:50),025-204,34
자연과학대학,통계학과,033.020,10,통계학실험, ,화(15:00~16:50),025-204,42
자연과학대학,통계학과,033.020,11,통계학실험, ,월(09:00~10:50),025-204,38
자연과학대학,통계학과,033.020,12,통계학실험, ,목(11:00~12:50),025-204,37
자연과학대학,통계학과,033.020,13,통계학실험, ,월(13:00~14:50),025-204,32
자연과학대학,통계학과,033.020,14,통계학실험, ,월(11:00~12:50),025-204,37
자연과학대학,통계학과,033.020,15,통계학실험, ,화(09:00~10:50),025-204,35
자연과학대학,물리·천문학부,034.002,3,물리학 2, ,월(11:00~12:15)/수(11:00~12:15),028-302/028-302,117
자연과학대학,물리·천문학부,034.002,4,물리학 2, ,화(09:30~10:45)/목(09:30~10:45),028-302/028-302,106
자연과학대학,물리·천문학부,034.002,5,물리학 2, ,월(12:30~13:45)/수(12:30~13:45),056-105/056-105,112
자연과학대학,물리·천문학부,034.002,13,물리학 2, ,월(09:30~10:45)/수(09:30~10:45),056-105/056-105,8
자연과학대학,물리·천문학부,034.006,1,물리의 기본 2, ,월(12:30~13:45)/수(12:30~13:45),028-301/028-301,139
자연과학대학,물리·천문학부,034.006,2,물리의 기본 2, ,화(12:30~13:45)/목(12:30~13:45),028-301/028-301,106
자연과학대학,물리·천문학부,034.006,3,물리의 기본 2, ,화(09:30~10:45)/목(09:30~10:45),043-1-201/043-1-201,51
자연과학대학,물리·천문학부,034.007,1,물리학, ,화(15:30~16:45)/목(15:30~16:45),056-106/056-106,73
자연과학대학,물리·천문학부,034.007,2,물리학, ,월(09:30~10:45)/수(09:30~10:45),028-103/028-103,50
자연과학대학,물리·천문학부,034.008,1,인문사회계를 위한 물리학, ,화(11:00~12:15)/목(11:00~12:15),056-106/056-106,16
자연과학대학,물리·천문학부,034.014,1,천문학, ,화(14:00~15:15)/목(14:00~15:15),043-1-101/043-1-101,50
자연과학대학,물리·천문학부,034.015,1,천문학실험, ,수(16:00~17:50),043-1-101,41
자연과학대학,화학부,034.017,1,화학 2, ,월(09:30~10:45)/수(09:30~10:45),043-1-101/043-1-101,46
자연과학대학,화학부,034.017,2,화학 2, ,화(12:30~13:45)/목(12:30~13:45),500-L307/500-L307,15
자연과학대학,화학부,034.017,3,화학 2, ,화(12:30~13:45)/목(12:30~13:45),043-1-201/043-1-201,22
자연과학대학,화학부,034.017,4,화학 2, ,화(09:30~10:45)/목(09:30~10:45),500-L307/500-L307,37
자연과학대학,화학부,034.017,5,화학 2, ,화(09:30~10:45)/목(09:30~10:45),500-L301/500-L301,41
자연과학대학,화학부,034.017,6,화학 2, ,화(14:00~15:15)/목(14:00~15:15),500-L307/500-L307,19
자연과학대학,화학부,034.017,7,화학 2, ,화(14:00~15:15)/목(14:00~15:15),500-L301/500-L301,58
자연과학대학,화학부,034.020,2,화학, ,화(14:00~15:15)/목(14:00~15:15),500-L306/500-L306,63
자연과학대학,화학부,034.020,3,화학, ,월(14:00~15:15)/수(14:00~15:15),500-L307/500-L307,40
자연과학대학,화학부,034.020,4,화학, ,화(12:30~13:45)/목(12:30~13:45),043-1-101/043-1-101,54
자연과학대학,화학부,034.020,5,화학, ,화(11:00~12:15)/목(11:00~12:15),500-L306/500-L306,32
자연과학대학,화학부,034.020,6,화학, ,화(11:00~12:15)/목(11:00~12:15),043-1-201/043-1-201,48
자연과학대학,화학부,034.020,7,화학, ,화(11:00~12:15)/목(11:00~12:15),500-L311/500-L311,46
자연과학대학,화학부,034.020,8,화학, ,화(12:30~13:45)/목(12:30~13:45),500-L311/500-L311,43
자연과학대학,생명과학부,034.028,1,생물학 2, ,화(11:00~12:15)/목(11:00~12:15),043-1-101/043-1-101,84
자연과학대학,생명과학부,034.029,1,생물학, ,월(09:30~10:45)/수(09:30~10:45),500-L306/500-L306,39
자연과학대학,생명과학부,034.029,2,생물학, ,화(12:30~13:45)/목(12:30~13:45),056-106/056-106,96
자연과학대학,생명과학부,034.029,3,생물학, ,월(11:00~12:15)/수(11:00~12:15),028-102/028-102,89
자연과학대학,생명과학부,034.029,4,생물학, ,월(09:30~10:45)/수(09:30~10:45),028-102/028-102,43
자연과학대학,생명과학부,034.029,5,생물학, ,월(12:30~13:45)/수(12:30~13:45),028-102/028-102,38
자연과학대학,생명과학부,034.029,6,생물학, ,월(14:00~15:15)/수(14:00~15:15),056-105/056-105,100
자연과학대학,지구환경과학부,034.038,1,대기과학, ,화(12:30~13:45)/목(12:30~13:45),500-L302/500-L302,58
자연과학대학,지구환경과학부,034.040,1,지구시스템과학, ,화(14:00~15:15)/목(14:00~15:15),025-1-406/025-1-406,44
자연과학대학,지구환경과학부,034.040,2,지구시스템과학, ,화(14:00~15:15)/목(14:00~15:15),024-210/024-210,47
자연과학대학,지구환경과학부,034.042,1,해양학, ,화(09:30~10:45)/목(09:30~10:45),028-103/028-103,62
자연과학대학,지구환경과학부,034.043,1,해양학실험, ,월(16:00~17:50),028-103,59
인문대학,국어국문학과,041.004,1,한국인의 언어와 문화, ,화(14:00~15:15)/목(14:00~15:15),008-301/008-301,29
인문대학,국어국문학과,041.009,1,한국어 어휘와 표현, ,월(11:00~12:15)/수(11:00~12:15),006-108/006-108,35
인문대학,국어국문학과,041.010,1,한국현대시 읽기, ,화(15:30~16:45)/목(15:30~16:45),007-101/007-101,37
인문대학,국어국문학과,041.011,1,21세기 한국소설의 이해, ,화(11:00~12:15)/목(11:00~12:15),003-102/003-102,53
인문대학,국어국문학과,041.017,1,한국의 한자와 한자어, ,목(09:30~12:20),043-1-405,25
인문대학,국어국문학과,041.018,1,한글맞춤법의 이론과 실제, ,월(14:00~15:15)/수(14:00~15:15),006-106/006-106,37
인문대학,국어국문학과,041.018,2,한글맞춤법의 이론과 실제, ,화(12:30~13:45)/목(12:30~13:45),005-212/005-212,46
인문대학,영어영문학과,041.021,1,현대사회와 국제어, ,화(14:00~15:15)/목(14:00~15:15),005-211/005-211,54
인문대학,영어영문학과,041.023,1,문학과 정신분석, ,월(14:00~15:15)/수(14:00~15:15),008-301/008-301,48
인문대학,독어독문학과,041.033,1,여성과 문학, ,월(11:00~12:15)/수(11:00~12:15),009-110/009-110,30
인문대학,노어노문학과,041.035,1,도스토예프스키와 톨스토이, ,화(14:00~15:15)/목(14:00~15:15),001-103/001-103,53
인문대학,서어서문학과,041.037,1,라틴아메리카 문학과 사회, ,월(14:00~15:15)/수(14:00~15:15),001-103/001-103,75
인문대학,서어서문학과,041.039,2,스페인어권명작의 이해, ,월(15:30~16:45)/수(15:30~16:45),003-102/003-102,33
인문대학,언어학과,041.041,1,언어의 이해, ,화(17:00~18:15)/목(17:00~18:15),014-203/014-203,34
인문대학,언어학과,041.043,1,알타이민족의 언어, ,화(12:30~13:45)/목(12:30~13:45),007-203/007-203,29
인문대학,협동과정  서양고전학전공,041.045,1,그리스.로마신화, ,월(11:00~12:15)/수(11:00~12:15),014-B101/014-B101,79
인문대학,국어국문학과,042.002,1,드라마의 이해와 감상, ,수(14:00~16:50),083-604,42
인문대학,국어국문학과,042.004,1,한국의 신화, ,월(15:30~18:20),007-102,40
인문대학,중어중문학과,042.005,1,한자와 동양문화, ,월(15:30~16:45)/수(15:30~16:45),083-202/083-202,41
인문대학,중어중문학과,042.006,1,중국어권의 사회와 문화, ,화(15:30~16:45)/목(15:30~16:45),006-105/006-105,30
인문대학,영어영문학과,042.007,1,미국문화와 현대사회의 이해, ,화(14:00~15:15)/목(14:00~15:15),006-103/006-103,54
인문대학,불어불문학과,042.009,1,상상력과 문화, ,월(12:30~13:45)/수(12:30~13:45),014-203/014-203,53
인문대학,불어불문학과,042.010,1,프랑스어권 문화의 이해, ,화(11:00~12:15)/목(11:00~12:15),006-106/006-106,27
인문대학,불어불문학과,042.010,3,프랑스어권 문화의 이해, ,월(11:00~12:15)/수(11:00~12:15),006-106/006-106,30
인문대학,불어불문학과,042.010,4,프랑스어권 문화의 이해, ,금(13:00~15:50),001-101,22
인문대학,독어독문학과,042.012,1,독일어권 문화의 이해, ,월(11:00~12:15)/수(11:00~12:15),003-102/003-102,43
인문대학,독어독문학과,042.012,2,독일어권 문화의 이해, ,화(15:30~16:45)/목(15:30~16:45),001-103/001-103,37
인문대학,독어독문학과,042.012,3,독일어권 문화의 이해, ,화(14:00~15:15)/목(14:00~15:15),003-102/003-102,30
인문대학,노어노문학과,042.013,1,러시아인의 삶과 문화, ,월(12:30~13:45)/수(12:30~13:45),008-B101/008-B101,33
인문대학,서어서문학과,042.014,1,스페인어권 문화의 이해, ,월(15:30~16:45)/수(15:30~16:45),006-106/006-106,32
인문대학,서어서문학과,042.014,2,스페인어권 문화의 이해, ,월(14:00~15:15)/수(14:00~15:15),005-207/005-207,41
인문대학,서어서문학과,042.014,3,스페인어권 문화의 이해, ,월(09:30~10:45)/수(09:30~10:45),005-207/005-207,30
인문대학,서어서문학과,042.014,4,스페인어권 문화의 이해, ,화(14:00~15:15)/목(14:00~15:15),009-110/009-110,38
인문대학,종교학과,042.016,1,현대종교와 문화, ,화(11:00~12:15)/목(11:00~12:15),008-301/008-301,51
인문대학,종교학과,042.017,1,종교와 영화, ,금(10:00~12:50),043-1-402,80
인문대학,종교학과,042.018,1,종교와 예술, ,수(14:00~16:50),007-214,36
인문대학,종교학과,042.019,1,현대문화와 기독교, ,금(10:00~12:50),005-211,35
인문대학,미학과,042.021,1,예술과 사회, ,수(15:30~18:20),007-101,31
인문대학,미학과,042.025,1,음악론입문, ,금(13:00~14:50),001-103,45
인문대학,미학과,042.028,1,예술과 신화, ,화(14:00~15:15)/목(14:00~15:15),083-404/083-404,87
인문대학,미학과,042.029,1,예술과 과학, ,월(11:00~12:15)/수(11:00~12:15),028-303/028-303,92
인문대학,미학과,042.029,2,예술과 과학, ,화(12:30~13:45)/목(12:30~13:45),028-302/028-302,97
인문대학,미학과,042.032,1,동양예술론입문, ,화(15:30~18:20),009-110,30
인문대학,미학과,042.034,1,페미니즘 미학과 예술, ,월(14:00~15:15)/수(14:00~15:15),083-305/083-305,65
인문대학,국사학과,043.004,1,근·현대 한국민족주의, ,화(11:00~12:15)/목(11:00~12:15),007-106/007-106,58
인문대학,국사학과,043.006,2,역사와 역사 재현, ,월(11:00~12:15)/수(11:00~12:15),008-101/008-101,84
인문대학,국사학과,043.007,4,한국사, ,화(09:30~10:45)/목(09:30~10:45),008-B101/008-B101,55
인문대학,국사학과,043.007,5,한국사, ,월(09:30~10:45)/수(09:30~10:45),007-102/007-102,15
인문대학,국사학과,043.013,1,한국현대사의 이해, ,화(11:00~12:15)/목(11:00~12:15),007-202/007-202,51
인문대학,국사학과,043.013,2,한국현대사의 이해, ,월(12:30~13:45)/수(12:30~13:45),014-208/014-208,52
인문대학,국사학과,043.013,4,한국현대사의 이해, ,화(12:30~13:45)/목(12:30~13:45),003-102/003-102,52
인문대학,국사학과,043.016,1,한국의 문화유산, ,금(15:00~16:50),007-101,61
인문대학,국사학과,043.016,2,한국의 문화유산, ,금(13:00~14:50),083-506,72
인문대학,국사학과,043.019,1,인물로 본 한국사, ,목(13:00~14:50),007-106,60
인문대학,국사학과,043.019,2,인물로 본 한국사, ,금(11:00~12:50),043-1-301,57
인문대학,국사학과,043.020,1,남북분단과 한국전쟁, ,화(13:00~14:50),007-101,63
인문대학,국사학과,043.020,2,남북분단과 한국전쟁, ,수(11:00~12:50),007-106,93
인문대학,서양사학과,043.031,1,유토피아의 역사, ,월(09:30~10:45)/수(09:30~10:45),006-103/006-103,34
인문대학,서양사학과,043.034,2,서양문명의 역사 1, ,화(15:30~16:45)/목(15:30~16:45),007-102/007-102,57
인문대학,고고미술사학과,043.046,1,서양미술사입문, ,수(14:00~16:50),220-203,35
인문대학,철학과,043.047,1,서양철학의 이해, ,월(14:00~15:15)/수(14:00~15:15),006-103/006-103,15
인문대학,철학과,043.047,2,서양철학의 이해, ,월(12:30~13:45)/수(12:30~13:45),006-103/006-103,37
인문대학,철학과,043.047,3,서양철학의 이해, ,월(09:30~10:45)/수(09:30~10:45),007-203/007-203,38
인문대학,철학과,043.049,1,현대사회와 윤리, ,화(12:30~13:45)/목(12:30~13:45),008-301/008-301,51
인문대학,철학과,043.053,2,철학개론, ,금(14:00~16:50),005-211,30
인문대학,철학과,043.053,3,철학개론, ,월(15:30~18:20),006-103,58
인문대학,철학과,043.058,1,생명의료윤리, ,화(14:00~15:15)/목(14:00~15:15),043-1-401/043-1-401,87
인문대학,철학과,043.058,2,생명의료윤리, ,화(09:30~10:45)/목(09:30~10:45),006-103/006-103,72
인문대학,철학과,043.060,1,사회철학의 이해, ,월(11:00~12:15)/수(11:00~12:15),006-105/006-105,40
인문대학,철학과,043.066,1,과학의 철학적 이해, ,월(14:00~15:15)/수(14:00~15:15),028-302/028-302,70
인문대학,철학과,043.066,2,과학의 철학적 이해, ,화(11:00~12:15)/목(11:00~12:15),043-1-402/043-1-402,44
인문대학,철학과,043.069,1,성의 철학과 성윤리, ,화(15:30~16:45)/목(15:30~16:45),043-1-201/043-1-201,139
인문대학,철학과,043.069,2,성의 철학과 성윤리, ,금(10:00~12:50),043-1-101,70
인문대학,철학과,043.069,3,성의 철학과 성윤리, ,금(14:00~16:50),043-1-101,58
